paper_id,section,macro_domain,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,medium,application_domains_json,application_domains_canonical,macro_domains_json,scenario_description,scenario_labels,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_013,7D,underwater_harsh,marine optical communication,fuzzy:85.71428571428572,NONE,"The text does not mention underwater or harsh environments, it discusses optical fiber communication networks and vibration sensing methods.","reflectometry (ϕ-OTDR) and optical frequency-domain reflectometry (OFDR). There are many methods for vibration sensing in ϕ-OTDR to further sensing distance. First, the commonly used method is pumping distributed amplifications, such as Raman amplification [6], [13], [14], [15], [16], [17], [18], Brillouin amplification [19], or their combination [20], [21]. These amplifiers are all bi-directional amplifiers, which limits their application in existing optical fiber communication networks. Second, multispan relay amplifications are installed to increase the intensity of signal light along ultralong-FUT [2], [22], [23], [24], [25], [26]. However, the single-span sensing distance is generally tens of kilometers and cannot meet the needs of existing optical communication networks. The repeaterless sensing distance must exceed 100 km to meet the current requirements of ISAC-OF [27], [28]. Third, some specialty optical fibers such as enhanced scattering fiber [29] and weak FBGs [30], [31] are used to improve the signal-to-noise ratio (SNR) in FUT. The vibration waveform can be correctly recovered using specialty optical fiber with high strain resolution up to the pε lever, but these specialty optical fibers are high cost. More seriously, the existing optical fiber communication network did not have enhanced scattering fiber or weak FBG deployments. Fourth, in recent years, pattern recognition [32] has been used for vibration demodulation and has the potential to identify multiple vibration events in a single-ended system. However, it requires large datasets to train the models and the performance depends on prior conditions, resulting in the training models may not apply to various vibration events in real environments. Fifth, to solve these problems, complex single-ended OTDR systems are designed for vibration detection. Uyar et al. [33] located multiple vibration events along 102.7-km FUT, using two cascaded acousto-optic modulators to generate optical pulses with a high extinction ratio. Xiong et al. [34] used sideband modulation technology based on IQ modulation and 90◦ optical hybrid and multiplexed the positive and negative frequency to break the inherent tradeoff between sensing distance and the scan rate. They recovered",74,74,I. INTRODUCTION,,,cabled_fibre,industrial_manufacturing,industrial_manufacturing,smart_infrastructure,Distributed vibration sensing for industrial monitoring,Distributed vibration sensing over 100 km,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,NONE,True
O_ISAC_013,7D,underwater_harsh,subsea optical communication,fuzzy:89.28571428571429,NONE,"The text does not mention underwater or harsh environments, it discusses long-distance vibration sensing and optical communication networks.","vibration waveform at 103-km fiber, with 97-pε/ √ Hz strain resolution and 9.3-m spatial resolution [34]. Piñeiro et al. [35] applied pulse compression to coherent OTDR and recovered vibration waveform in 100 km with a 10-m spatial resolution and a 200-pε/ √ Hz strain resolution. However, the increase in hardware equipment leads to an increase in system cost and has a limited effect on the improvement of vibration signal quality. Moreover, DOFVSs and optical communication use the same fiber core in different wavelengths. The laser output in these DOFVS systems is amplified via an EDFA or Raman amplification and high-power pulse light will generate a higher nonlinear effect in optical fiber, influencing signal transmission in optical communication networks.",78,78,I. INTRODUCTION,,,cabled_fibre,industrial_manufacturing,industrial_manufacturing,smart_infrastructure,Distributed vibration sensing for industrial monitoring,Distributed vibration sensing over 100 km,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,NONE,True
O_ISAC_013,7D,underwater_harsh,marine optical communication,fuzzy:85.71428571428572,NONE,"The text does not mention underwater or harsh environments, it discusses vibration sensing methods and optical communication networks.","Another long-distance DOFVS is based on OFDR. Traditional OFDR systems are single-ended based on external modulation, using a single sideband with a suppressed carrier (SSB-SC) modulator and a narrow linewidth fiber laser as a tunable laser source (TLS), which is high-cost and requiring complex hardware to be readjustment before each measurement. The methods for OFDR to extend sensing distance are similar to ϕ-OTDR. Using weak reflection generated by FBG, Zhang et al. [36] recovered multipoint vibration events over 100 km. However, it is no longer suitable for existing optical communication networks. By relay amplifier, Qin et al. [37] successfully located vibration events up to 220 km, and the single-span distance reached 110.9 km. However, the strain resolution is not mentioned and multiple simultaneous vibration events are not verified. Besides, the time-gated digital OFDR (TGD-OFDR) or gated OFDR (G-OFDR) as a branch of OFDR can recover the waveform of vibration events. However, these methods also need a dual-ended amplification structure [38] or construct weak reflections [39] to enhance backscattering to detect vibration events >100 km.",80,80,I. INTRODUCTION,,,cabled_fibre,industrial_manufacturing,industrial_manufacturing,smart_infrastructure,Distributed vibration sensing for industrial monitoring,Distributed vibration sensing over 100 km,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,NONE,True
O_ISAC_013,7D,underwater_harsh,marine optical communication,fuzzy:85.71428571428572,NONE,"The text does not mention underwater or harsh environments, it discusses a vibration demodulation method based on OFDR and its application in optical communication networks.","In summary, we propose a simple and effective vibration demodulation method based on OFDR by detecting Rayleigh backscattering change that is evaluated by the Pearson-CC. The system is a single-ended internal modulation OFDR system without any optical amplifier, specialty optical fiber, and complex modulation techniques, which is low cost and facilitates placement in existing optical communication networks. We calculate the Pearson-CC between no-vibrated signal and vibrated signal, and the vibration events can be located by detecting changepoints in the Pearson-CC with stairstep changes. The amplitude of the vibration event is approximately proportional to the calculated differential Pearson-CC. The PELT algorithm used for sequence segmentation is applied for",300,300,*C. Vibration Amplitude Calibration* > V. CONCLUSION,,,cabled_fibre,industrial_manufacturing,industrial_manufacturing,smart_infrastructure,Distributed vibration sensing for industrial monitoring,Distributed vibration sensing over 100 km,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_013,7D,underwater_harsh,subsea optical communication,fuzzy:85.71428571428572,NONE,"The snippet does not mention anything related to underwater or harsh environments, it appears to be a biography of a professor with research interests in fiber sensors and optical communication.",He is currently a Professor with Tianjin University. His research interests include fiber sensors and optical communication performance measurement.,389,389,*C. Vibration Amplitude Calibration* > V. CONCLUSION > REFERENCES,,,cabled_fibre,industrial_manufacturing,industrial_manufacturing,smart_infrastructure,Distributed vibration sensing for industrial monitoring,Distributed vibration sensing over 100 km,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_014,7D,underwater_harsh,marine optical communication,fuzzy:85.71428571428572,NONE,"The provided snippets are related to power grids, optical communications, and power-over-fiber transmission, with no direct or indirect mention of underwater environments or harsh conditions related to such an environment.","- [3] M. Wada, K. Kurokawa, T. Matsui, H. Iida and K. Nakajima, ""Highefficiency and long-distance power-over-fibre transmission using a 125-μm cladding diameter 4-core fibre,"" 49th European Conference on Optical Communications (ECOC 2023), Hybrid Conference, Glasgow, UK, 2023, pp. 84-87.",73,73,III. RESULTS AND DISCUSSION > ACKNOWLEDGMENT > REFERENCES,,,cabled_fibre,power_grid,power_grid,smart_infrastructure,Power over Fiber (PoF) system for Power Grid application,PoF system for Power Grid application,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_016,7D,underwater_harsh,marine optical communication,fuzzy:85.71428571428572,NONE,"The provided context does not mention or imply anything related to underwater or harsh environments. It discusses photonic systems, communication, and radar sensing, but does not provide a direct or indirect link to the concept of underwater_harsh.","- [5] Z. Lyu et al., ""Photonic THz-ISAC demonstration with simultaneous 120Gbit/s communication and 2.5mm sensing resolution,"" in European Conference on Optical Communications, IEEE, 2023, pp. 1650-1653.",107,107,II. SYSTEM DESCRIPTION AND PRINCIPLE > *C. Radar receiver* > III. RESULTS AND DISCUSSION > REFERENCES,,,hybrid,6g_networks,6g_networks,,Photonic sub-THz ISAC system for high-speed real-time communication and high-resolution sensing,Photonic sub-THz ISAC system,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_016,7D,underwater_harsh,marine optical communication,fuzzy:85.71428571428572,NONE,"Similar to the first context, this snippet also does not mention or imply anything related to underwater or harsh environments. It continues the discussion on photonic systems, integrated sensing, and communication, without any direct or indirect reference to the concept of underwater_harsh.","- [6] Q. Zhou, M. Lei, J. Jun et al., ""A Sub-THz ISAC System with Simultaneous Real-Time 125.516-Gbps Communication Rate and Offline 10-mm Sensing Resolution Enabled by Photonics,"" submitted to European Conference on Optical Communications 2024.",108,108,II. SYSTEM DESCRIPTION AND PRINCIPLE > *C. Radar receiver* > III. RESULTS AND DISCUSSION > REFERENCES,,,hybrid,6g_networks,6g_networks,,Photonic sub-THz ISAC system for high-speed real-time communication and high-resolution sensing,Photonic sub-THz ISAC system,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_017,7D,underwater_harsh,subsea optical communication,fuzzy:85.71428571428572,NONE,"The context provided does not mention or relate to underwater harsh environments. It discusses optical communication systems, specifically focusing on dispersion compensation, adaptive equalization, and the use of deep neural networks (DNN) for nonlinear interference mitigation.","Considering that it is usually to use training sequence to compensate the fiber link impairment for highspeed optical communication system, the training sequence is further exploited in our scheme to avoid additional training costs. For the early training stage, dispersion compensation is performed and the signalphase aid least-mean-square (SP-LMS) algorithm is used to achieve adaptive equalization and compensate polarization correlation effect [8], followed by using training sequence to estimate laser frequency offset [9]. After FOE, the signal will enter two branches for processing. For the lower branch, the signal is reload dispersion to reconstruct the signal containing dispersion and nonlinear damage. Then, the signal is sent to DNN-based DBP scheme for parameters update. In DNN-based DBP, the number of layers is the total",29,29,**2. Double-effect DNN-based DBP scheme for ISAC**,,,cabled_fibre,optical_fiber_communications,fibre_network_monitoring,smart_infrastructure,NR,Optical fiber link settings for verifying the double-effect DNN-based DBP scheme for ISAC,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_017,7D,underwater_harsh,subsea optical communication,fuzzy:85.71428571428572,NONE,"This snippet consists of references to various research papers and does not contain any information related to underwater harsh environments. The topics covered include nonlinear interference mitigation, machine learning in optical communications, and integrated sensing and communication, all of which are unrelated to underwater conditions.","- [4] Q. Fan *et al.,* ""Advancing theoretical understanding and practical performance of signal processing for nonlinear optical communications through machine learning. "" Nat Commun. 11(1), 1-11 (2020).",76,76,**2. Double-effect DNN-based DBP scheme for ISAC** > **4. Conclusion** > **Acknowledgements** > **References**,,,cabled_fibre,optical_fiber_communications,fibre_network_monitoring,smart_infrastructure,NR,Optical fiber link settings for verifying the double-effect DNN-based DBP scheme for ISAC,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_019,7D,underwater_harsh,optical underwater communication,fuzzy:85.71428571428572,NONE,The snippet does not mention anything related to underwater or harsh environments.,Telecommunications,10,10,Full-duplex Integrated Sensing and Communication System Based on Microwave Photonics,,,cabled_fibre,industrial_manufacturing,industrial_manufacturing,automotive_transportation;smart_infrastructure,"The proposed system can be used in various fields such as intelligent transportation, environmental monitoring, and extended reality.",Indoor ISAC System,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_019,7D,underwater_harsh,optical underwater communication,fuzzy:85.71428571428572,NONE,The snippet does not mention anything related to underwater or harsh environments.,Telecommunications,17,17,Full-duplex Integrated Sensing and Communication System Based on Microwave Photonics,,,cabled_fibre,industrial_manufacturing,industrial_manufacturing,automotive_transportation;smart_infrastructure,"The proposed system can be used in various fields such as intelligent transportation, environmental monitoring, and extended reality.",Indoor ISAC System,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_019,7D,underwater_harsh,optical underwater communication,fuzzy:85.71428571428572,NONE,The snippet does not mention anything related to underwater or harsh environments.,Telecommunications,24,24,Full-duplex Integrated Sensing and Communication System Based on Microwave Photonics,,,cabled_fibre,industrial_manufacturing,industrial_manufacturing,automotive_transportation;smart_infrastructure,"The proposed system can be used in various fields such as intelligent transportation, environmental monitoring, and extended reality.",Indoor ISAC System,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_019,7D,underwater_harsh,optical underwater communication,fuzzy:85.71428571428572,NONE,The snippet does not mention anything related to underwater or harsh environments.,Telecommunications,31,31,Full-duplex Integrated Sensing and Communication System Based on Microwave Photonics,,,cabled_fibre,industrial_manufacturing,industrial_manufacturing,automotive_transportation;smart_infrastructure,"The proposed system can be used in various fields such as intelligent transportation, environmental monitoring, and extended reality.",Indoor ISAC System,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_020,7D,underwater_harsh,marine optical communication,fuzzy:85.71428571428572,INDIRECT,"The context mentions submarine fiber optic cables and monitoring coastal events, which implies an underwater or marine environment, but does not directly describe harsh conditions.","In this article, we propose the idea of photonic photonic ISAC and summarize the work on the photonic ISAC system for monitoring different coastal events based on submarine fiber optic cables. In this photonic ISAC system, we utilize the existing monitoring channel of the commercial fiber optic communication system for sensing to realize various maritime sensing and monitoring functions without affecting the ongoing optical communication. In this way, the optical communication and sensing parts can be smoothly integrated by sharing a single submarine fiber. For the sensing part of this integrated system, we use the so-called phase-sensitive optical time-domain reflectometry (Phi-OTDR) technology to detect the acoustic signals caused by various geological and marine activities. Here we focus on ocean wave analysis, earthquake detection, and marine ferry monitoring. With mass data acquired and analyzed, we record and study these coastal events, which provides a helpful tool for geoscientists, oceanographers, and scientists in many other research fields.",35,35,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > INTRODUCTION,,,cabled_fibre,environmental_monitoring;oceanography;geophysics,environmental_monitoring;oceanography;geophysics,smart_infrastructure;underwater_harsh,Coastal event monitoring using submarine fiber optic cables,Ocean wave analysis,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_020,7D,underwater_harsh,subsea optical communication,fuzzy:85.71428571428572,NONE,"The context does not mention underwater or harsh environments, focusing instead on the concept of ISAC in wireless scenarios.","In these future wireless systems using extremely high bands, the concept of ISAC provides leverage, since as the frequency bands go higher with larger bandwidths, better sensing capability and higher resolution can be potentially achieved. The concept of the photonic ISAC is similar to that of the wireless ISAC, since in both the photonic and wireless ISAC systems some of the hardware resources are shared by the communication and sensing parts to form the integrated systems of dual functions. Instead of transmitting and receiving signals in the free space environment, the photonic ISAC system utilizes one single optical fiber as both the transmission and sensing medium. In our proposed photonic ISAC system, we use the existing monitoring channel of the commercial optical communication system to perform the sensing function. Based on mature wavelength-division multiplexing (WDM) technology, this scheme provides enough isolation between the optical communication and sensing channels, as shown in Fig. 2(i-ii). In this way, the sensing part is smoothly integrated with the current commercial optical communication network sharing the same submarine fiber without occupying the ongoing WDM data channels. The novelty and advantage of this photonic ISAC system rely on this, since the communication and sensing parts can run independently. In the photonic ISAC system, the optical sensing probes would not interfere with the communication messages, unlike in a wireless ISAC system this interference has to be considered because the same signals are used for both communication and sensing functions. Due to the limited bandwidths occupied by both the sensing and monitoring signals, which are normally below 100 MHz, the two signals with different wavelengths can be arranged within the monitoring channel. Though the sensing signal would",41,41,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > Photonic IntegratedSensingandCommunication TechnologyUsingSubmarineOpticalCables,,,cabled_fibre,environmental_monitoring;oceanography;geophysics,environmental_monitoring;oceanography;geophysics,smart_infrastructure;underwater_harsh,Coastal event monitoring using submarine fiber optic cables,Ocean wave analysis,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_020,7D,underwater_harsh,marine optical communication,fuzzy:85.71428571428572,INDIRECT,"The context mentions a submarine optical cable and a sea area, indicating an underwater environment, but does not explicitly describe harsh conditions.","not interfere with the optical communication and monitoring services in principle, it somehow increases the system's complexity, since additional filters have to be used within the monitoring channel to distinguish the sensing and monitoring signals. In a photonic ISAC system, the optical communication part is mature and normally compatible with state-of-the-art commercial optical fiber networks. In this section, we will mainly discuss the optical sensing part of the photonic ISAC system in the following.",49,49,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring > Photonic IntegratedSensingandCommunication TechnologyUsingSubmarineOpticalCables,,,cabled_fibre,environmental_monitoring;oceanography;geophysics,environmental_monitoring;oceanography;geophysics,smart_infrastructure;underwater_harsh,Coastal event monitoring using submarine fiber optic cables,Ocean wave analysis,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
